From	To
DFB4A_HUMAN	ENSG00000285181.2
DFB4A_HUMAN	ENSG00000285433.2
KIF3A_HUMAN	ENSG00000131437.16
PHF8_HUMAN	ENSG00000172943.21
KCC1G_HUMAN	ENSG00000008118.10
RER1_HUMAN	ENSG00000157916.20
ROAA_HUMAN	ENSG00000197451.12
TKT_HUMAN	ENSG00000163931.17
APLF_HUMAN	ENSG00000169621.11
I2BP2_HUMAN	ENSG00000168264.11
ORC6_HUMAN	ENSG00000091651.9
ZMYM2_HUMAN	ENSG00000121741.17
H2A2B_HUMAN	ENSG00000184270.6
KS6A3_HUMAN	ENSG00000177189.14
KR103_HUMAN	ENSG00000212935.2
A1AT_HUMAN	ENSG00000197249.14
SPTN1_HUMAN	ENSG00000197694.19
DIAP1_HUMAN	ENSG00000131504.18
RSMN_HUMAN	ENSG00000128739.23
PON2_HUMAN	ENSG00000105854.13
ATF1_HUMAN	ENSG00000123268.9
ELP3_HUMAN	ENSG00000134014.18
HNRPR_HUMAN	ENSG00000125944.22
HNRPR_HUMAN	ENSG00000282958.5
TETN_HUMAN	ENSG00000163815.6
K1C10_HUMAN	ENSG00000186395.9
EIF1_HUMAN	ENSG00000173812.11
FOXQ1_HUMAN	ENSG00000164379.7
T53I2_HUMAN	ENSG00000078804.13
RT18A_HUMAN	ENSG00000096080.12
TOM22_HUMAN	ENSG00000100216.6
NFIP1_HUMAN	ENSG00000131507.11
LTK_HUMAN	ENSG00000062524.16
IL17B_HUMAN	ENSG00000127743.6
ACAP1_HUMAN	ENSG00000072818.12
ACAP1_HUMAN	ENSG00000288169.1
BAP31_HUMAN	ENSG00000185825.17
ALDOA_HUMAN	ENSG00000149925.22
ALDOC_HUMAN	ENSG00000109107.14
KPCD3_HUMAN	ENSG00000115825.11
MSX1_HUMAN	ENSG00000163132.8
RAD17_HUMAN	ENSG00000152942.19
RAD17_HUMAN	ENSG00000276618.4
ARFP2_HUMAN	ENSG00000132254.13
RM10_HUMAN	ENSG00000159111.13
SIAH2_HUMAN	ENSG00000181788.4
R51A1_HUMAN	ENSG00000111247.15
RPF2_HUMAN	ENSG00000197498.13
SIGL7_HUMAN	ENSG00000168995.13
EBP2_HUMAN	ENSG00000117395.13
COX5A_HUMAN	ENSG00000178741.12
SRP09_HUMAN	ENSG00000143742.14
SODC_HUMAN	ENSG00000142168.15
RIT2_HUMAN	ENSG00000152214.14
UTP20_HUMAN	ENSG00000120800.5
ELOA1_HUMAN	ENSG00000011007.13
CSDC2_HUMAN	ENSG00000172346.15
RS2_HUMAN	ENSG00000140988.16
RS2_HUMAN	ENSG00000291931.1
AMPL_HUMAN	ENSG00000002549.13
OTUB1_HUMAN	ENSG00000167770.13
NMRL1_HUMAN	ENSG00000153406.14
NMRL1_HUMAN	ENSG00000274684.4
DHX8_HUMAN	ENSG00000067596.12
RUFY1_HUMAN	ENSG00000176783.15
RUFY1_HUMAN	ENSG00000284260.2
DDX50_HUMAN	ENSG00000107625.14
SYNE1_HUMAN	ENSG00000131018.25
SNX17_HUMAN	ENSG00000115234.11
ABR_HUMAN	ENSG00000159842.16
ABR_HUMAN	ENSG00000278741.4
ABR_HUMAN	ENSG00000276016.4
UBAP1_HUMAN	ENSG00000165006.14
NFAT5_HUMAN	ENSG00000102908.23
AJAP1_HUMAN	ENSG00000196581.11
CCL8_HUMAN	ENSG00000108700.5
CSRP2_HUMAN	ENSG00000175183.10
H2AY_HUMAN	ENSG00000113648.17
CALB1_HUMAN	ENSG00000104327.7
SAR1A_HUMAN	ENSG00000079332.16
PRP8_HUMAN	ENSG00000174231.18
PRP8_HUMAN	ENSG00000274442.2
S10A4_HUMAN	ENSG00000196154.12
CASP5_HUMAN	ENSG00000137757.11
M3K13_HUMAN	ENSG00000073803.14
HBAZ_HUMAN	ENSG00000130656.6
PHF5A_HUMAN	ENSG00000100410.8
FND3A_HUMAN	ENSG00000102531.16
STXB2_HUMAN	ENSG00000076944.18
STXB5_HUMAN	ENSG00000164506.16
UBL5_HUMAN	ENSG00000198258.11
COR1A_HUMAN	ENSG00000102879.17
TADBP_HUMAN	ENSG00000120948.19
CIZ1_HUMAN	ENSG00000148337.22
BCKD_HUMAN	ENSG00000103507.14
LYL1_HUMAN	ENSG00000104903.5
KPRB_HUMAN	ENSG00000141127.15
GNL3_HUMAN	ENSG00000163938.17
GOSR2_HUMAN	ENSG00000108433.17
UCHL1_HUMAN	ENSG00000154277.13
EGLN2_HUMAN	ENSG00000269858.6
WIPI4_HUMAN	ENSG00000196998.19
WIPI4_HUMAN	ENSG00000292221.1
MYH10_HUMAN	ENSG00000133026.14
RGS7_HUMAN	ENSG00000182901.18
KCNA5_HUMAN	ENSG00000130037.5
CLIC4_HUMAN	ENSG00000169504.15
F110A_HUMAN	ENSG00000125898.13
RSRC1_HUMAN	ENSG00000174891.14
NEK6_HUMAN	ENSG00000119408.17
DNMT1_HUMAN	ENSG00000130816.17
RRAS2_HUMAN	ENSG00000133818.14
CLIC1_HUMAN	ENSG00000213719.8
CLIC1_HUMAN	ENSG00000206394.8
CLIC1_HUMAN	ENSG00000226248.6
CLIC1_HUMAN	ENSG00000226417.6
CLIC1_HUMAN	ENSG00000226651.6
CLIC1_HUMAN	ENSG00000223639.6
CLIC1_HUMAN	ENSG00000230685.6
SREK1_HUMAN	ENSG00000153914.16
RMXL2_HUMAN	ENSG00000170748.7
NFE2_HUMAN	ENSG00000123405.14
UN93B_HUMAN	ENSG00000110057.9
RANG_HUMAN	ENSG00000099901.18
C1TC_HUMAN	ENSG00000100714.18
PAHX_HUMAN	ENSG00000107537.14
ATPD_HUMAN	ENSG00000099624.8
NUCKS_HUMAN	ENSG00000069275.13
CXCR2_HUMAN	ENSG00000180871.8
NXF1_HUMAN	ENSG00000162231.14
TBCD7_HUMAN	ENSG00000145979.18
PHC2_HUMAN	ENSG00000134686.21
CADH5_HUMAN	ENSG00000179776.20
RL18_HUMAN	ENSG00000063177.13
PCBP2_HUMAN	ENSG00000197111.16
TFDP3_HUMAN	ENSG00000183434.10
AATF_HUMAN	ENSG00000275700.6
AATF_HUMAN	ENSG00000276072.2
NUP43_HUMAN	ENSG00000120253.14
HEMGN_HUMAN	ENSG00000136929.13
PCNT_HUMAN	ENSG00000160299.19
TCPG_HUMAN	ENSG00000163468.15
2A5D_HUMAN	ENSG00000112640.16
LIPA1_HUMAN	ENSG00000131626.19
LIPA1_HUMAN	ENSG00000288198.2
DX39A_HUMAN	ENSG00000123136.15
I17RC_HUMAN	ENSG00000163702.21
NKG2A_HUMAN	ENSG00000134545.14
FATE1_HUMAN	ENSG00000147378.11
SIR7_HUMAN	ENSG00000187531.14
RU1C_HUMAN	ENSG00000124562.10
H1X_HUMAN	ENSG00000184897.7
NKAP_HUMAN	ENSG00000101882.10
JIP2_HUMAN	ENSG00000008735.14
CO3A1_HUMAN	ENSG00000168542.17
SCOT1_HUMAN	ENSG00000083720.13
IF6_HUMAN	ENSG00000242372.9
WDR12_HUMAN	ENSG00000138442.11
KIF11_HUMAN	ENSG00000138160.7
AT2C1_HUMAN	ENSG00000017260.20
RCL1_HUMAN	ENSG00000120158.12
CPSF6_HUMAN	ENSG00000111605.18
REPI1_HUMAN	ENSG00000214022.12
EIF3F_HUMAN	ENSG00000175390.15
DCA13_HUMAN	ENSG00000164934.15
DPP4_HUMAN	ENSG00000197635.11
KCND3_HUMAN	ENSG00000171385.11
FHR4_HUMAN	ENSG00000134365.15
ODP2_HUMAN	ENSG00000150768.18
MTAP2_HUMAN	ENSG00000078018.22
CHK2_HUMAN	ENSG00000183765.24
OST48_HUMAN	ENSG00000244038.11
LPAR2_HUMAN	ENSG00000064547.14
TDRKH_HUMAN	ENSG00000182134.17
HM20A_HUMAN	ENSG00000140382.15
ELOV1_HUMAN	ENSG00000066322.15
NHRF3_HUMAN	ENSG00000174827.14
MATR3_HUMAN	ENSG00000015479.20
IKZF2_HUMAN	ENSG00000030419.17
DMRTB_HUMAN	ENSG00000143006.7
RM11_HUMAN	ENSG00000174547.13
ADA15_HUMAN	ENSG00000143537.14
KLHL8_HUMAN	ENSG00000145332.14
KDM5B_HUMAN	ENSG00000117139.18
NRBF2_HUMAN	ENSG00000148572.16
HERC3_HUMAN	ENSG00000138641.18
UBQL2_HUMAN	ENSG00000188021.9
H2B1B_HUMAN	ENSG00000276410.4
AT2A2_HUMAN	ENSG00000174437.18
HEAT1_HUMAN	ENSG00000119285.11
ATPF2_HUMAN	ENSG00000171953.16
WDFY3_HUMAN	ENSG00000163625.17
GBRL1_HUMAN	ENSG00000139112.11
ECHP_HUMAN	ENSG00000113790.11
MYL5_HUMAN	ENSG00000215375.7
NEB2_HUMAN	ENSG00000108819.11
KCC2D_HUMAN	ENSG00000145349.20
RFXK_HUMAN	ENSG00000064490.14
MPP3_HUMAN	ENSG00000161647.19
PDIP2_HUMAN	ENSG00000004142.12
SRSF6_HUMAN	ENSG00000124193.16
ARHG2_HUMAN	ENSG00000116584.22
CTBP2_HUMAN	ENSG00000175029.17
IMDH2_HUMAN	ENSG00000178035.13
SCN4A_HUMAN	ENSG00000007314.12
MRP1_HUMAN	ENSG00000103222.20
MRP1_HUMAN	ENSG00000278183.4
CSN1_HUMAN	ENSG00000169727.14
KR109_HUMAN	ENSG00000221837.7
PPBI_HUMAN	ENSG00000163295.5
IF5_HUMAN	ENSG00000100664.11
STK25_HUMAN	ENSG00000115694.15
UBE2S_HUMAN	ENSG00000108106.14
FBXW8_HUMAN	ENSG00000174989.13
HIF1N_HUMAN	ENSG00000166135.14
FREM1_HUMAN	ENSG00000164946.20
SMIM3_HUMAN	ENSG00000256235.3
VDAC1_HUMAN	ENSG00000213585.11
FEN1_HUMAN	ENSG00000168496.4
CPSF2_HUMAN	ENSG00000165934.13
ZBP1_HUMAN	ENSG00000124256.15
GRDN_HUMAN	ENSG00000115355.18
SMC4_HUMAN	ENSG00000113810.16
RM48_HUMAN	ENSG00000175581.14
AQR_HUMAN	ENSG00000021776.11
GRIP1_HUMAN	ENSG00000155974.14
CBY2_HUMAN	ENSG00000174015.10
DCAF8_HUMAN	ENSG00000132716.19
CLC6A_HUMAN	ENSG00000205846.4
CLC4D_HUMAN	ENSG00000166527.8
RS6_HUMAN	ENSG00000137154.13
YAF2_HUMAN	ENSG00000015153.15
LBP_HUMAN	ENSG00000129988.6
FCN3_HUMAN	ENSG00000142748.14
GLYR1_HUMAN	ENSG00000140632.17
CD63_HUMAN	ENSG00000135404.12
TTK_HUMAN	ENSG00000112742.10
PRAF1_HUMAN	ENSG00000105404.11
LONF1_HUMAN	ENSG00000154359.13
U2AF4_HUMAN	ENSG00000161265.15
ARNT2_HUMAN	ENSG00000172379.22
DISC1_HUMAN	ENSG00000162946.24
ACINU_HUMAN	ENSG00000100813.15
ATGA1_HUMAN	ENSG00000123395.15
ADAM8_HUMAN	ENSG00000151651.16
HEM0_HUMAN	ENSG00000158578.21
VATB2_HUMAN	ENSG00000147416.11
STML2_HUMAN	ENSG00000165283.16
MOV10_HUMAN	ENSG00000155363.19
ABC3G_HUMAN	ENSG00000239713.9
SF3B4_HUMAN	ENSG00000143368.10
RT31_HUMAN	ENSG00000102738.8
FINC_HUMAN	ENSG00000115414.21
TBCD4_HUMAN	ENSG00000136111.14
SOX13_HUMAN	ENSG00000143842.15
PCKGC_HUMAN	ENSG00000124253.11
RS14_HUMAN	ENSG00000164587.13
PHLP2_HUMAN	ENSG00000040199.18
KCC2G_HUMAN	ENSG00000148660.22
ELP2_HUMAN	ENSG00000134759.14
ATP23_HUMAN	ENSG00000166896.9
ATP23_HUMAN	ENSG00000262145.5
MYCB2_HUMAN	ENSG00000005810.20
ATRAP_HUMAN	ENSG00000177674.16
APT_HUMAN	ENSG00000198931.11
RGS20_HUMAN	ENSG00000147509.14
DDX3Y_HUMAN	ENSG00000067048.17
H31_HUMAN	ENSG00000197409.8
H31_HUMAN	ENSG00000197153.5
H31_HUMAN	ENSG00000278828.2
H31_HUMAN	ENSG00000287080.2
H31_HUMAN	ENSG00000275714.2
H31_HUMAN	ENSG00000273983.2
H31_HUMAN	ENSG00000274750.3
H31_HUMAN	ENSG00000275379.2
H31_HUMAN	ENSG00000277775.2
H31_HUMAN	ENSG00000286522.2
PIMRE_HUMAN	ENSG00000129195.16
MMP13_HUMAN	ENSG00000137745.13
KLF11_HUMAN	ENSG00000172059.11
HNRPQ_HUMAN	ENSG00000135316.20
MSH2_HUMAN	ENSG00000095002.15
PR40A_HUMAN	ENSG00000196504.21
H2B1C_HUMAN	ENSG00000180596.9
H2B1C_HUMAN	ENSG00000277224.3
H2B1C_HUMAN	ENSG00000278588.2
H2B1C_HUMAN	ENSG00000273802.3
H2B1C_HUMAN	ENSG00000274290.3
GGA1_HUMAN	ENSG00000100083.19
RT07_HUMAN	ENSG00000125445.11
COMT_HUMAN	ENSG00000093010.15
SFPQ_HUMAN	ENSG00000116560.12
PTPRM_HUMAN	ENSG00000173482.17
ZN622_HUMAN	ENSG00000173545.5
BABA1_HUMAN	ENSG00000105393.16
TNR6B_HUMAN	ENSG00000100354.21
NCOA5_HUMAN	ENSG00000124160.12
RL10A_HUMAN	ENSG00000198755.11
COPB_HUMAN	ENSG00000129083.13
AR2BP_HUMAN	ENSG00000102931.8
COIL_HUMAN	ENSG00000121058.5
CCNJL_HUMAN	ENSG00000135083.17
TYB4_HUMAN	ENSG00000205542.11
SCYL1_HUMAN	ENSG00000142186.18
PHF19_HUMAN	ENSG00000119403.15
MSRE_HUMAN	ENSG00000038945.15
STK19_HUMAN	ENSG00000226033.11
STK19_HUMAN	ENSG00000234947.8
STK19_HUMAN	ENSG00000236250.8
STK19_HUMAN	ENSG00000226257.9
STK19_HUMAN	ENSG00000204344.16
STK19_HUMAN	ENSG00000206342.12
CAC1I_HUMAN	ENSG00000100346.18
KCND2_HUMAN	ENSG00000184408.10
FBX3_HUMAN	ENSG00000110429.14
RECQ1_HUMAN	ENSG00000004700.16
TBL3_HUMAN	ENSG00000183751.16
TBL3_HUMAN	ENSG00000291938.1
AGO1_HUMAN	ENSG00000092847.14
PGAM5_HUMAN	ENSG00000247077.8
PRPF3_HUMAN	ENSG00000117360.13
DVL3_HUMAN	ENSG00000161202.20
ATP5L_HUMAN	ENSG00000167283.9
CHP3_HUMAN	ENSG00000088992.18
AMOT_HUMAN	ENSG00000126016.17
PREX1_HUMAN	ENSG00000124126.14
MLP3C_HUMAN	ENSG00000197769.6
RFC5_HUMAN	ENSG00000111445.14
ESRP1_HUMAN	ENSG00000104413.18
NIN_HUMAN	ENSG00000100503.27
SMN_HUMAN	ENSG00000172062.17
SMN_HUMAN	ENSG00000205571.15
SMN_HUMAN	ENSG00000273772.4
SMN_HUMAN	ENSG00000277773.4
SMN_HUMAN	ENSG00000275349.4
TIAM1_HUMAN	ENSG00000156299.15
RED1_HUMAN	ENSG00000197381.18
XPO2_HUMAN	ENSG00000124207.17
ATP5H_HUMAN	ENSG00000167863.12
TRA2B_HUMAN	ENSG00000136527.19
RL24_HUMAN	ENSG00000114391.14
PHC1_HUMAN	ENSG00000111752.11
RL32_HUMAN	ENSG00000144713.13
RNF12_HUMAN	ENSG00000131263.13
ARPC4_HUMAN	ENSG00000241553.13
MAP1A_HUMAN	ENSG00000166963.13
PPM1K_HUMAN	ENSG00000163644.15
PRS10_HUMAN	ENSG00000100519.12
USP9X_HUMAN	ENSG00000124486.15
TGON2_HUMAN	ENSG00000152291.15
TGON2_HUMAN	ENSG00000292253.1
CASC3_HUMAN	ENSG00000108349.17
RS10_HUMAN	ENSG00000124614.17
CCD57_HUMAN	ENSG00000176155.21
PP14A_HUMAN	ENSG00000167641.11
ARP3B_HUMAN	ENSG00000133627.18
IFT57_HUMAN	ENSG00000114446.5
H12_HUMAN	ENSG00000187837.4
RENT1_HUMAN	ENSG00000005007.14
GRK4_HUMAN	ENSG00000125388.20
ECHD1_HUMAN	ENSG00000093144.19
CLPX_HUMAN	ENSG00000166855.9
ODO1_HUMAN	ENSG00000105953.16
TEBP_HUMAN	ENSG00000110958.16
SMRC2_HUMAN	ENSG00000139613.12
RAIN_HUMAN	ENSG00000105538.10
RMXL1_HUMAN	ENSG00000213516.10
GFAP_HUMAN	ENSG00000131095.14
BOP1_HUMAN	ENSG00000261236.8
PIM1_HUMAN	ENSG00000137193.14
LARP7_HUMAN	ENSG00000174720.18
RM28_HUMAN	ENSG00000086504.18
STRBP_HUMAN	ENSG00000165209.19
FIBA_HUMAN	ENSG00000171560.18
BRCC3_HUMAN	ENSG00000185515.16
DDX23_HUMAN	ENSG00000174243.11
G45IP_HUMAN	ENSG00000179271.3
MKNK2_HUMAN	ENSG00000099875.16
BCAR3_HUMAN	ENSG00000137936.18
H2B2E_HUMAN	ENSG00000184678.11
GCM1_HUMAN	ENSG00000137270.11
RN125_HUMAN	ENSG00000101695.9
PDC6I_HUMAN	ENSG00000170248.15
SIN3B_HUMAN	ENSG00000127511.10
FUS_HUMAN	ENSG00000089280.19
RGL2_HUMAN	ENSG00000206282.11
RGL2_HUMAN	ENSG00000224841.9
RGL2_HUMAN	ENSG00000228736.9
RGL2_HUMAN	ENSG00000237825.9
RGL2_HUMAN	ENSG00000237441.10
H13_HUMAN	ENSG00000124575.7
GDAP1_HUMAN	ENSG00000104381.14
LRRC1_HUMAN	ENSG00000137269.15
MZT2A_HUMAN	ENSG00000173272.16
NAL10_HUMAN	ENSG00000182261.5
NAL10_HUMAN	ENSG00000276780.2
NAL10_HUMAN	ENSG00000281166.2
IKIP_HUMAN	ENSG00000166130.15
BIRC6_HUMAN	ENSG00000115760.16
FAS_HUMAN	ENSG00000169710.9
TFP11_HUMAN	ENSG00000100109.17
ICLN_HUMAN	ENSG00000074201.9
EF1D_HUMAN	ENSG00000104529.19
EF1D_HUMAN	ENSG00000273594.4
TNIP3_HUMAN	ENSG00000050730.16
NAA10_HUMAN	ENSG00000102030.16
MYOZ2_HUMAN	ENSG00000172399.6
MED10_HUMAN	ENSG00000133398.4
MED10_HUMAN	ENSG00000291745.1
GEPH_HUMAN	ENSG00000171723.16
WDR43_HUMAN	ENSG00000163811.12
AICDA_HUMAN	ENSG00000111732.12
PCGF5_HUMAN	ENSG00000180628.15
KLHL9_HUMAN	ENSG00000198642.7
SHLB1_HUMAN	ENSG00000097033.15
CLK2_HUMAN	ENSG00000176444.19
CLK2_HUMAN	ENSG00000261893.5
TNF14_HUMAN	ENSG00000125735.11
WWP2_HUMAN	ENSG00000198373.13
TTLL7_HUMAN	ENSG00000137941.17
DCAF6_HUMAN	ENSG00000143164.16
SNR40_HUMAN	ENSG00000060688.13
LBR_HUMAN	ENSG00000143815.15
PCGF1_HUMAN	ENSG00000115289.14
ACLY_HUMAN	ENSG00000131473.17
KLC2_HUMAN	ENSG00000174996.12
MBB1A_HUMAN	ENSG00000132382.15
ROCK2_HUMAN	ENSG00000134318.16
PUM2_HUMAN	ENSG00000055917.17
RHG21_HUMAN	ENSG00000107863.20
SPT6H_HUMAN	ENSG00000109111.15
CREB5_HUMAN	ENSG00000146592.17
EDAD_HUMAN	ENSG00000186197.15
CARD9_HUMAN	ENSG00000187796.16
ELF4_HUMAN	ENSG00000102034.18
UB2E1_HUMAN	ENSG00000170142.12
PTPRE_HUMAN	ENSG00000132334.17
TBPL1_HUMAN	ENSG00000028839.10
SENP2_HUMAN	ENSG00000163904.13
RL27_HUMAN	ENSG00000131469.15
CPSF5_HUMAN	ENSG00000167005.14
GIPC1_HUMAN	ENSG00000123159.16
SCML2_HUMAN	ENSG00000102098.19
NOL11_HUMAN	ENSG00000130935.10
GDS1_HUMAN	ENSG00000138698.15
BBS2_HUMAN	ENSG00000125124.14
PSME3_HUMAN	ENSG00000131467.12
OLFM4_HUMAN	ENSG00000102837.7
NUMBL_HUMAN	ENSG00000105245.9
EF1A2_HUMAN	ENSG00000101210.14
NPM_HUMAN	ENSG00000181163.14
MCRS1_HUMAN	ENSG00000187778.14
HMGB2_HUMAN	ENSG00000164104.12
RT21_HUMAN	ENSG00000266472.6
IF4B_HUMAN	ENSG00000063046.18
REV1_HUMAN	ENSG00000135945.10
M3K10_HUMAN	ENSG00000130758.8
F263_HUMAN	ENSG00000170525.21
TF3C3_HUMAN	ENSG00000119041.11
CAC1H_HUMAN	ENSG00000196557.14
PININ_HUMAN	ENSG00000100941.9
ASPH_HUMAN	ENSG00000198363.18
GET3_HUMAN	ENSG00000198356.12
SRPK1_HUMAN	ENSG00000096063.16
BMF_HUMAN	ENSG00000104081.14
TMX1_HUMAN	ENSG00000139921.13
TCPD_HUMAN	ENSG00000115484.15
ZBT24_HUMAN	ENSG00000112365.6
RU2A_HUMAN	ENSG00000131876.18
SYVC_HUMAN	ENSG00000096171.14
SYVC_HUMAN	ENSG00000204394.13
SYVC_HUMAN	ENSG00000226589.9
SYVC_HUMAN	ENSG00000224264.9
SYVC_HUMAN	ENSG00000231116.9
S22A8_HUMAN	ENSG00000149452.16
SPD2A_HUMAN	ENSG00000107957.17
CDC73_HUMAN	ENSG00000134371.14
LTV1_HUMAN	ENSG00000135521.9
CADH3_HUMAN	ENSG00000062038.15
MSI2H_HUMAN	ENSG00000153944.12
ETV7_HUMAN	ENSG00000010030.14
FCERA_HUMAN	ENSG00000179639.11
FCERA_HUMAN	ENSG00000291905.1
KRA42_HUMAN	ENSG00000244537.3
TISB_HUMAN	ENSG00000185650.10
CRYAB_HUMAN	ENSG00000109846.9
FLI1_HUMAN	ENSG00000151702.18
MKNK1_HUMAN	ENSG00000079277.22
EPB41_HUMAN	ENSG00000159023.23
DTBP1_HUMAN	ENSG00000047579.20
RL26_HUMAN	ENSG00000161970.15
FXR2_HUMAN	ENSG00000129245.13
PKP3_HUMAN	ENSG00000184363.10
THIC_HUMAN	ENSG00000120437.9
RAB7A_HUMAN	ENSG00000075785.14
TFAM_HUMAN	ENSG00000108064.11
LUC7L_HUMAN	ENSG00000007392.17
BTBD2_HUMAN	ENSG00000133243.10
RIT1_HUMAN	ENSG00000143622.12
PDIP3_HUMAN	ENSG00000100227.19
DHB4_HUMAN	ENSG00000133835.18
NTM1A_HUMAN	ENSG00000148335.15
NECP1_HUMAN	ENSG00000089818.18
UT14A_HUMAN	ENSG00000156697.13
RL36_HUMAN	ENSG00000130255.13
ABI2_HUMAN	ENSG00000138443.17
BMR1B_HUMAN	ENSG00000138696.11
MED23_HUMAN	ENSG00000112282.18
ZN512_HUMAN	ENSG00000243943.10
MYOG_HUMAN	ENSG00000122180.5
BBS4_HUMAN	ENSG00000140463.14
MYO5B_HUMAN	ENSG00000167306.21
NCOA6_HUMAN	ENSG00000198646.14
PRC2A_HUMAN	ENSG00000204469.13
PRC2A_HUMAN	ENSG00000206427.11
PRC2A_HUMAN	ENSG00000226618.9
PRC2A_HUMAN	ENSG00000231370.9
PRC2A_HUMAN	ENSG00000231825.9
PRC2A_HUMAN	ENSG00000225164.9
PRC2A_HUMAN	ENSG00000225748.9
PKP1_HUMAN	ENSG00000081277.13
ATP5I_HUMAN	ENSG00000169020.10
FBLN4_HUMAN	ENSG00000172638.13
TF3C4_HUMAN	ENSG00000125484.12
DUT_HUMAN	ENSG00000128951.14
KGP1_HUMAN	ENSG00000185532.20
AFG32_HUMAN	ENSG00000141385.12
HNRH1_HUMAN	ENSG00000169045.19
HNRH1_HUMAN	ENSG00000284254.4
RLA2_HUMAN	ENSG00000177600.9
SYT1_HUMAN	ENSG00000067715.15
DDX24_HUMAN	ENSG00000273761.5
DDX24_HUMAN	ENSG00000089737.19
FCG2A_HUMAN	ENSG00000143226.16
SELPL_HUMAN	ENSG00000110876.10
POGZ_HUMAN	ENSG00000143442.24
LGMN_HUMAN	ENSG00000100600.15
SRBS2_HUMAN	ENSG00000154556.20
MERTK_HUMAN	ENSG00000153208.19
P2RX7_HUMAN	ENSG00000089041.17
SLAI2_HUMAN	ENSG00000109171.15
HABP4_HUMAN	ENSG00000130956.14
KCNJ2_HUMAN	ENSG00000123700.5
RS15_HUMAN	ENSG00000115268.10
CLK1_HUMAN	ENSG00000013441.17
RAMAC_HUMAN	ENSG00000169612.4
EP400_HUMAN	ENSG00000183495.15
GDIB_HUMAN	ENSG00000057608.17
SYFM_HUMAN	ENSG00000145982.13
CDC23_HUMAN	ENSG00000094880.11
L2GL2_HUMAN	ENSG00000073350.14
ITPR3_HUMAN	ENSG00000096433.11
RTF1_HUMAN	ENSG00000137815.15
JKAMP_HUMAN	ENSG00000050130.18
CC136_HUMAN	ENSG00000128596.17
HMGN4_HUMAN	ENSG00000182952.5
HMGN4_HUMAN	ENSG00000292175.1
NAA15_HUMAN	ENSG00000164134.14
GMCL2_HUMAN	ENSG00000244234.3
AQP9_HUMAN	ENSG00000103569.11
IF2A_HUMAN	ENSG00000134001.15
BIG2_HUMAN	ENSG00000124198.10
MO4L2_HUMAN	ENSG00000123562.18
CAP7_HUMAN	ENSG00000172232.10
CAP7_HUMAN	ENSG00000278624.2
IQUB_HUMAN	ENSG00000164675.11
MDFI_HUMAN	ENSG00000112559.15
UCHL5_HUMAN	ENSG00000116750.14
ROA3_HUMAN	ENSG00000170144.22
AIMP2_HUMAN	ENSG00000106305.10
PPIG_HUMAN	ENSG00000138398.17
NOXO1_HUMAN	ENSG00000196408.12
NOXO1_HUMAN	ENSG00000291939.1
AR6P4_HUMAN	ENSG00000182196.14
ELYS_HUMAN	ENSG00000153207.16
CYTSB_HUMAN	ENSG00000128487.19
KS6B2_HUMAN	ENSG00000175634.15
DNJC8_HUMAN	ENSG00000126698.11
TCAL1_HUMAN	ENSG00000172465.14
YTHD1_HUMAN	ENSG00000149658.18
RM04_HUMAN	ENSG00000105364.14
RIPK4_HUMAN	ENSG00000183421.12
AEBP2_HUMAN	ENSG00000139154.16
BTBDA_HUMAN	ENSG00000148925.11
FXR1_HUMAN	ENSG00000114416.19
KHDR2_HUMAN	ENSG00000112232.10
PR15B_HUMAN	ENSG00000158615.10
DCAF4_HUMAN	ENSG00000119599.17
RL12_HUMAN	ENSG00000197958.13
RL11_HUMAN	ENSG00000142676.14
STX11_HUMAN	ENSG00000135604.11
EAF1_HUMAN	ENSG00000144597.14
EPN1_HUMAN	ENSG00000063245.15
UB2E2_HUMAN	ENSG00000182247.11
KPRA_HUMAN	ENSG00000161542.17
ZN564_HUMAN	ENSG00000249709.8
CUX2_HUMAN	ENSG00000111249.14
LMBL3_HUMAN	ENSG00000198945.8
MLKL_HUMAN	ENSG00000168404.13
RET_HUMAN	ENSG00000165731.21
DREB_HUMAN	ENSG00000113758.14
CSTF2_HUMAN	ENSG00000101811.15
F120C_HUMAN	ENSG00000184083.12
RRP5_HUMAN	ENSG00000148843.15
BFSP2_HUMAN	ENSG00000170819.5
KCTD6_HUMAN	ENSG00000168301.13
BOD1_HUMAN	ENSG00000145919.11
AT1B1_HUMAN	ENSG00000143153.14
CRNL1_HUMAN	ENSG00000101343.15
CCR1_HUMAN	ENSG00000163823.4
PLP2_HUMAN	ENSG00000102007.11
TE2IP_HUMAN	ENSG00000166848.7
TM9S3_HUMAN	ENSG00000077147.16
PCGF3_HUMAN	ENSG00000185619.19
TPM1_HUMAN	ENSG00000140416.25
RBPMS_HUMAN	ENSG00000157110.16
RL7A_HUMAN	ENSG00000148303.17
RL7A_HUMAN	ENSG00000280858.3
AP1M2_HUMAN	ENSG00000129354.12
UBP22_HUMAN	ENSG00000124422.12
SMUG1_HUMAN	ENSG00000123415.16
ADAS_HUMAN	ENSG00000018510.18
MTG1_HUMAN	ENSG00000148824.19
MEIS2_HUMAN	ENSG00000134138.22
CIKS_HUMAN	ENSG00000056972.21
SET1A_HUMAN	ENSG00000099381.20
MYO1C_HUMAN	ENSG00000197879.17
DCD_HUMAN	ENSG00000161634.12
NUCB2_HUMAN	ENSG00000070081.18
